name,address,city,zip,capacity,license_type,status,state,license_number
New Creations Child Care & Learning Center,1805 GATEWAY DR,Coon Rapids,55448-4506,0,Child Care Center,Active,MN,1063701
New Creations Child Care & Learning Center,16547 MARKETPLACE DR,Big Lake,55309-3315,0,Child Care Center,Active,MN,1082846
New Creations Child Care & Learning Center at Prior Lake,16757 FIVE HAWKS AVE SE,Prior Lake,55372-2422,0,Child Care Center,Active,MN,1103753
New Creations Child Care & Learning Center at Rush Creek,18655 73RD AVE N,Maple Grove,55311-6603,0,Child Care Center,Active,MN,1109767
New Discoveries Child Care Center,602 Oak St,Brainerd,56401,0,Child Care Center,Active,MN,800223
New Creations Child Care & Learning Center at Brooklyn Park,4500 OAK GROVE PKWY N,Brooklyn Park,55443-0000,0,Child Care Center,Active,MN,1103754
New Horizon Academy,7800 SUNWOOD DR NW,Ramsey,55303-5158,0,Child Care Center,Active,MN,1102376
New Hope YMCA Early Childhood Learning Center,7601 42ND AVE N,New Hope,55427-1226,0,Child Care Center,Active,MN,1062785
New Hope Child Care,1028 E 8TH ST,Duluth,55805-1649,0,Child Care Center,Active,MN,1102873
New Creations Child Care & Learning Center at Valley View,13500 COUNTY ROAD 11,Burnsville,55337-4446,0,Child Care Center,Active,MN,1114676
New Horizon Academy,One Scimed Place,Maple Grove,55311,0,Child Care Center,Active,MN,1063307
New Horizon Academy,5903 Neal Ave N,Stillwater,55082,0,Child Care Center,Active,MN,1063111
New Horizon Academy,999 E Moore Lake Dr,Fridley,55432,0,Child Care Center,Active,MN,810015
New Horizon Academy,17995 Linwood Ct,Eden Prairie,55347,0,Child Care Center,Active,MN,1074559
New Horizon Academy,9051 White Oak Trail N,Champlin,55316,0,Child Care Center,Active,MN,809195
New Horizon Academy,13905 County Rd 6,Plymouth,55441,0,Child Care Center,Active,MN,1064732
New Horizon Academy,4400 Fountain Hills,Prior Lake,55372,0,Child Care Center,Active,MN,809292
New Horizon Academy,1975 Ford Pkwy,Saint Paul,55116,0,Child Care Center,Active,MN,1067318
New Horizon Academy,19512 HOLT ST NW,Elk River,55330-1287,0,Child Care Center,Active,MN,810731
New Horizon Academy,625 Kutkzy Court NW,Rochester,55901,0,Child Care Center,Active,MN,1059703
New Horizon Academy,3510 Federal Dr,Eagan,55123,0,Child Care Center,Active,MN,808906
New Horizon Academy,1506 Northway Dr,Saint Cloud,56301,0,Child Care Center,Active,MN,830403
New Horizon Academy,4115 Berkshire Ln N,Plymouth,55446,0,Child Care Center,Active,MN,803878
New Horizon Academy,19625 State Hwy 7,Shorewood,55331,0,Child Care Center,Active,MN,810886
New Horizon Academy,10305 6th Ave N,Plymouth,55441,0,Child Care Center,Active,MN,803970
New Horizon Academy,2381 108th Lane NE,Blaine,55449,0,Child Care Center,Active,MN,804350
New Horizon Academy,548 Prairie Center Dr,Eden Prairie,55344,0,Child Care Center,Active,MN,803892
New Horizon Academy,1295 Rice Street,Saint Paul,55117,0,Child Care Center,Active,MN,1051952
New Horizon Academy,1310 Hennepin Ave S,Minneapolis,55403,0,Child Care Center,Active,MN,1053430
New Horizon Academy,14665 MERCANTILE DR N,Hugo,55038-4559,0,Child Care Center,Active,MN,1109757
New Horizon Academy,3785 40th Ave NW,Rochester,55901,0,Child Care Center,Active,MN,1050896
New Horizon Academy,9085 203rd St W,Lakeville,55044,0,Child Care Center,Active,MN,807019
New Horizon Academy,126 Twin Rivers Court,Sartell,56377,0,Child Care Center,Active,MN,1000965
New Horizon Academy,2905 Chestnut St N,Chaska,55318,0,Child Care Center,Active,MN,1000964
New Horizon Academy,4390 Oakwood Parkway NE,Saint Michael,55376,0,Child Care Center,Active,MN,1048645
New Horizon Academy,4345 Peony Lane,Plymouth,55446,0,Child Care Center,Active,MN,1012986
New Horizon Academy,8547 Edinburgh Centre Drive,Brooklyn Park,55443,0,Child Care Center,Active,MN,1000499
New Horizon Academy,14121 Huntington Ave S,Savage,55378,0,Child Care Center,Active,MN,1009917
New Horizon Academy,4079 Central Ave,Columbia Heights,55421,0,Child Care Center,Active,MN,1002184
New Horizon Academy,116 Highway 13 E,Burnsville,55337,0,Child Care Center,Active,MN,1005123
New Horizon Academy,401 Robert St,Saint Paul,55101,0,Child Care Center,Active,MN,1007914
New Horizon Academy,586 Carlton Street,Maplewood,55119,0,Child Care Center,Active,MN,1038973
New Horizon Academy,14105 James Rd,Rogers,55374,0,Child Care Center,Active,MN,1036265
New Horizon Academy,13130 Riverdale Drive,Coon Rapids,55448,0,Child Care Center,Active,MN,1039761
New Horizon Academy,6842 Humboldt Ave N,Brooklyn Center,55430,0,Child Care Center,Active,MN,801660
New Horizon Academy,4177 Innovation Way,Saint Paul,55112,0,Child Care Center,Active,MN,1034161
New Horizon Academy,7802 W 175th St,Lakeville,55044,0,Child Care Center,Active,MN,1046297
New Horizon Academy,11441 Hanson Blvd,Coon Rapids,55433,0,Child Care Center,Active,MN,801665
New Horizon Academy,4585 Erin Lane,Eagan,55122,0,Child Care Center,Active,MN,801667
New Horizon Academy,13000 Pennock Ave,Apple Valley,55124,0,Child Care Center,Active,MN,801666
New Horizon Academy,8000 E Fish Lake Rd,Maple Grove,55311,0,Child Care Center,Active,MN,801663
New Horizon Academy,1385 Conway Street,Saint Paul,55106,0,Child Care Center,Active,MN,801668
New Horizon Academy,310 Lake Dr E,Chanhassen,55317,0,Child Care Center,Active,MN,801673
New Horizon Academy,14088 141st St W,Apple Valley,55124,0,Child Care Center,Active,MN,801670
New Horizon Academy,4300 Lexington Ave S,Eagan,55123,0,Child Care Center,Active,MN,801674
New Horizon Academy,1885 E 134th St,Burnsville,55337,0,Child Care Center,Active,MN,801671
New Horizon Academy,111 Marquette Ave,Minneapolis,55401,0,Child Care Center,Active,MN,801679
New Horizon Academy,2251 Van Dyke St,Maplewood,55109,0,Child Care Center,Active,MN,801678
New Horizon Academy,2204 Lower Afton Rd,Saint Paul,55119,0,Child Care Center,Active,MN,801677
New Horizon Academy,4412 VALLEY VIEW RD,Edina,55424-1803,0,Child Care Center,Active,MN,801675
New Horizon Academy,15300 Minnetonka Blvd,Minnetonka,55343,0,Child Care Center,Active,MN,801680
New Horizon Academy,8400 Normandale Lake Blvd,Bloomington,55437,0,Child Care Center,Active,MN,801681
New Horizon Academy,3050 Centre Pt Dr Suite 900,Roseville,55113,0,Child Care Center,Active,MN,801683
New Horizon Academy,4201 Minnesota Dr,Bloomington,55435,0,Child Care Center,Active,MN,801690
New Horizon Academy,8050 Afton Rd,Woodbury,55125,0,Child Care Center,Active,MN,801684
New Horizon Academy,6350 Point Chase Rd,Eden Prairie,55344,0,Child Care Center,Active,MN,801692
New Horizon Academy,327 York Ave,Saint Paul,55130,0,Child Care Center,Active,MN,1091067
New Horizon Academy,7601 Penn Ave S #D,Richfield,55423,0,Child Care Center,Active,MN,1021279
New Horizon Academy,5340 Hyland Greens Dr,Bloomington,55437,0,Child Care Center,Active,MN,801688
New Horizon Academy,3354 Penn Ave N,Minneapolis,55412,0,Child Care Center,Active,MN,1078870
New Horizon Academy,628 Kutzky Ct NW,Rochester,55901,0,Child Care Center,Active,MN,1079853
New Horizon Academy,4001 LEXINGTON AVE N,Arden Hills,55126-2934,0,Child Care Center,Active,MN,1092818
New Horizon Academy,16750 91st Ave N,Maple Grove,55311,0,Child Care Center,Active,MN,1076039
New Horizon Academy,2431 Hennepin Ave S,Minneapolis,55408,0,Child Care Center,Active,MN,1083298
New Horizon Academy,1615 Windermere Way,Shakopee,55379,0,Child Care Center,Active,MN,1094861
New Life Academy Early Childhood Program,6758 Bailey Rd,Woodbury,55129,0,Child Care Center,Active,MN,1065479
New Horizon Academy,105 W Lake St,Minneapolis,55408,0,Child Care Center,Active,MN,1082346
New Horizon Academy,2460 Highway 100 S,St Louis Park,55416,0,Child Care Center,Active,MN,1081593
Newport Head Start,1596 11th Ave,Newport,55055,0,Child Care Center,Active,MN,801048
Next Best Thing to Mom,390 Opportunity Blvd N,Cambridge,55008,0,Child Care Center,Active,MN,1000491
Next Best Thing to Grandma,38155 Forest Blvd,North Branch,55056,0,Child Care Center,Active,MN,1078197
Next Steps Learning Center,1730 MONROE DR,Carver,55315-0000,0,Child Care Center,Active,MN,1115770
Next Steps Learning Center,1430 Park Ct,Chanhassen,55317,0,Child Care Center,Active,MN,1079093
Next Steps Learning Center,2440 Chaska Blvd,Chaska,55318,0,Child Care Center,Active,MN,1079094
New Ulm Headstart,910 14TH ST N,New Ulm,56073-1449,0,Child Care Center,Active,MN,801709
Nicollet Child Care Center LLC,8101 NICOLLET AVE S,Bloomington,55420-1231,0,Child Care Center,Active,MN,1115227
Nisse Treehouse LLC,114 Alpine Ave East,Mabel,55954-0000,0,Child Care Center,Active,MN,1095161
Nicollet Early Education Center,1 Pine St,Nicollet,56074,0,Child Care Center,Active,MN,1040952
Noah's Ark Preschool,700 Division St,Brownton,55312,0,Child Care Center,Active,MN,801718
Noah's Ark Child Development Center,11901 EXCELSIOR BLVD,Minnetonka,55343-8856,0,Child Care Center,Active,MN,801712
Noah's Ark Child Care,223 1st St NE,Madelia,56062-0000,0,Child Care Center,Active,MN,1011385
Nokomis Daycare Center Inc,4010 Bloomington Ave,Minneapolis,55407,0,Child Care Center,Active,MN,1082133
Noah's Ark Preschool,415 Hiawatha Ave S,Pipestone,56164,0,Child Care Center,Active,MN,1056289
Noah's Ark Preschool,9185 LEXINGTON AVE N,Circle Pines,55014-3626,0,Child Care Center,Active,MN,804368
Noahs Ark Preschool,302 2ND ST NE,Buffalo,55313-1609,0,Child Care Center,Active,MN,801716
North Heights Christian Preschool and Childcare,2651 RICE ST,Roseville,55113-2202,0,Child Care Center,Active,MN,801619
North Ridge Child Day Care LLC,5430 Boone Ave N,New Hope,55428,0,Child Care Center,Active,MN,1073662
Normandale Preschool & Blessing Place,6100 Normandale Rd,Edina,55436,0,Child Care Center,Active,MN,801726
North Heights Christian Preschool & Childcare,1700 HIGHWAY 96 W,Arden Hills,55112-5734,0,Child Care Center,Active,MN,1106167
NorthBridge Child Development LLC,1926 UNIVERSITY AVE W,Saint Paul,55104-3426,0,Child Care Center,Active,MN,1097726
North Saint Paul Head Start,2499 HELEN ST N,Saint Paul,55109-2447,0,Child Care Center,Active,MN,1100884
Northeast Neighborhood Early Center,342 13th Ave NE,Minneapolis,55413,0,Child Care Center,Active,MN,809586
Northfield Day Care Center,300 Union Street,Northfield,55057,0,Child Care Center,Active,MN,801755
Northfield Head Start,1651 JEFFERSON PKWY,Northfield,55057-2760,0,Child Care Center,Active,MN,1004075
Northome Head Start,11731 HIGHWAY 1,Northome,56661-8104,0,Child Care Center,Active,MN,801762
Northfield Montessori,340 Montessori Ct,Northfield,55057-0000,0,Child Care Center,Active,MN,811016
Northfield Nursery School,1401 S Maple St,Northfield,55057,0,Child Care Center,Active,MN,801756
Northside Child Development Center,1000 Plymouth Ave N,Minneapolis,55411,0,Child Care Center,Active,MN,830978
Notre Dame Academy Discovery Center,13505 Excelsior Blvd,Minnetonka,55345,0,Child Care Center,Active,MN,1086199
Northside Christian Preschool and Childcare Center,804 131st Ave NE,Blaine,55434,0,Child Care Center,Active,MN,1003955
Northern Voices,1660 W County Rd B,Roseville,55113,0,Child Care Center,Active,MN,1000428
Nuna Childcare Center Inc,312 W Lake St Ste 2933,Minneapolis,55408,0,Child Care Center,Active,MN,1065874
Nurturing Bright Minds Academy Corp.,6716 GLEASON RD,Edina,55439-1130,0,Child Care Center,Active,MN,1106142
Nurtured Nest (The),4938 HIGHWAY 75 S,Moorhead,56560-7419,0,Child Care Center,Active,MN,1111174
Nurtured Nest (The),4936 HIGHWAY 75 S,Moorhead,56560-7419,0,Child Care Center,Active,MN,1095875
Oak Hill Montessori Community School,4665 HODGSON RD,Shoreview,55126-6040,0,Child Care Center,Active,MN,1110410
Oak Grove Children's Center,7045 Lyndale Ave S,Richfield,55423,0,Child Care Center,Active,MN,801787
Oak Knoll Christian Preschool,600 Hopkins Crossroad,Minnetonka,55305,0,Child Care Center,Active,MN,1030682
Olivia Head Start,701 S 9 St,Olivia,56277,0,Child Care Center,Active,MN,801803
Oakdale Head Start,6355 10th St N,Oakdale,55128,0,Child Care Center,Active,MN,1013355
Olu's Beginnings,1315 12th Ave N,Minneapolis,55411,0,Child Care Center,Active,MN,1075545
Observation Hill Children's Center,826 W 3rd St,Duluth,55806,0,Child Care Center,Active,MN,810434
Open Arms Early Education & Child Care Center,3355 Hiawatha Ave S,Minneapolis,55406,0,Child Care Center,Active,MN,1056213
Open Arms Lutheran Child Development Center,616 Ruth St,Saint Paul,55119,0,Child Care Center,Active,MN,1006214
Open Arms Christian Early Childhood Center,201 E 104th St,Bloomington,55420-5305,0,Child Care Center,Active,MN,806785
One Block at a Time,702 Chatfield St,Preston,55965,0,Child Care Center,Active,MN,1025085
Orchard Park Crosstown,6000 CULLIGAN WAY,Minnetonka,55345-5917,0,Child Care Center,Active,MN,1076119
Orono Montessori School,850 W Wayzata Blvd,Wayzata,55391,0,Child Care Center,Active,MN,1004687
Orono Discovery Center-ISD #278,5050 INDEPENDENCE ST,Maple Plain,55359-9642,0,Child Care Center,Active,MN,1018312
Original Child Care Center Inc (The),2733 Park Ave S,Minneapolis,55407,0,Child Care Center,Active,MN,1078908
Our Lady of Grace Preschool,5071 EDEN AVE,Edina,55436-2308,0,Child Care Center,Active,MN,1113328
Our Lady of the Lake Preschool Center,2411 Comerce Blvd,Mound,55364,0,Child Care Center,Active,MN,804148
Our Little World Daycare,121 Birkdale Dr,Mankato,56001,0,Child Care Center,Active,MN,1061387
Our Lady of Peace Early Learning Program,5435 11th Ave S,Minneapolis,55417,0,Child Care Center,Active,MN,1078386
Our Lady of the Prairie,201 E Church St,Belle Plaine,56011,0,Child Care Center,Active,MN,1018416
Our Redeemer Lutheran Preschool,515 Skyline Blvd,Cloquet,55720,0,Child Care Center,Active,MN,801833
Our Redeemers Litttle Lambs Preschool,35568 Foxtail Lane,Cohasset,55721,0,Child Care Center,Active,MN,1029997
Open Door Preschool,500 W 3rd St,Northfield,55057,0,Child Care Center,Active,MN,801813
Our Savior Early Childhood Center,23290 Hwy 7,Excelsior,55331,0,Child Care Center,Active,MN,801842
Our Savior's Christian Preschool,14980 Diamond Path,Rosemount,55068,0,Child Care Center,Active,MN,801837
Our Savior's Lutheran Early Learning Childcare,800 BLUFF ST NE,Hutchinson,55350-1313,0,Child Care Center,Active,MN,1100956
Our Saviour's Preschool,19001 Jackson St NE,East Bethel,55011,0,Child Care Center,Active,MN,801844
Our Savior's Lutheran Preschool,217 S Broadway,Crookston,56716,0,Child Care Center,Active,MN,801839
Our Savior's New Horizons Christian Preschool,615 12th St,Cloquet,55720,0,Child Care Center,Active,MN,1009812
P & C Learning Center,5000 W BROADWAY AVE,Crystal,55429-3504,0,Child Care Center,Active,MN,1112075
Paidea Child Development Center,949 Geneva Ave,Oakdale,55128,0,Child Care Center,Active,MN,830354
Our Redeemer Christian Children's Center,1000 14th St S,Moorhead,56560,0,Child Care Center,Active,MN,801836
Pacelli Shamrock Zone,511 4TH AVE NW,Austin,55912-2336,0,Child Care Center,Active,MN,1081211
Panther Cubs Childcare Center,518 S MCCORNELL AVE,Parkers Prairie,56361-4713,0,Child Care Center,Active,MN,1107877
Parents Choice For Kids,3150 West Park Dr,Burnsville,55306,0,Child Care Center,Active,MN,1066231
Park Place Early Childhood Family Development Center,2745 Park Ave S,Minneapolis,55407,0,Child Care Center,Active,MN,805073
Pat-a-cake Child Care,7761 Lk Dr Ste E,Lino Lakes,55014,0,Child Care Center,Active,MN,830575
Peace Lutheran Church Preschool,20 Northdale Blvd NW,Coon Rapids,55448,0,Child Care Center,Active,MN,801892
Peace of Mind Early Education Center,9025 TAMARACK RD,Woodbury,55125-9225,0,Child Care Center,Active,MN,1113957
Peace Lutheran Preschool,213 6th Ave SW,Faribault,55021,0,Child Care Center,Active,MN,801893
Peaceful Valley Montessori of Eden Prairie,18295 CASCADE DR,Eden Prairie,55347-2171,0,Child Care Center,Active,MN,1104834
Peaceful Heights Montessori School & Day Care,375 E Marie Ave,West St Paul,55118,0,Child Care Center,Active,MN,1041376
Peace in Christ Christian Preschool,5007 Maple Grove Rd,Hermantown,55811-0000,0,Child Care Center,Active,MN,1065274
Penny's Care Learning Center Inc.,4900 XERXES AVE N,Brooklyn Center,55430-3733,0,Child Care Center,Active,MN,1077552
Peli Preschool & Family Center,21 N Hill St,La Crescent,55947,0,Child Care Center,Active,MN,808184
Peaceful Valley Montessori Academy of Golden Valley,6501 COUNTRY CLUB DR,Golden Valley,55427-4673,0,Child Care Center,Active,MN,1104835
Pemberton Academic Learning Services Inc (PALS),143 4th St,Pemberton,56078,0,Child Care Center,Active,MN,1049126
Pierz Head Start,66 Kamnic St,Pierz,56364,0,Child Care Center,Active,MN,1086481
Peter Pan Preschool & Childcare,2195 Rolling Green,North Mankato,56003,0,Child Care Center,Active,MN,1065533
Pillars Child Care (The),3033 UNIVERSITY AVE SE,Minneapolis,55414-3315,0,Child Care Center,Active,MN,1103755
Perfect Balance Child Care LLC,3616 12th Ave S,Minneapolis,55407,0,Child Care Center,Active,MN,1065946
Pillsbury House Early Education Center,3501 Chicago Ave S,Minneapolis,55407,0,Child Care Center,Active,MN,801912
People Serving People Children's Center,614 S 3RD ST,Minneapolis,55415-1104,0,Child Care Center,Active,MN,1046194
Pine Childrens Early Learning Center LLC,900 4th St SE,Pine City,55063,0,Child Care Center,Active,MN,1062777
Pine Pals Intergenerational Learning Child Care and Preschool,1700 30TH ST NW,Bemidji,56601-5608,0,Child Care Center,Active,MN,1106266
Pioneers Preschool Center,1604 BROOKDALE DR,Brooklyn Park,55444-1970,0,Child Care Center,Active,MN,1066037
Playhouse Child Care Center,109 Sandberg Road,Monticello,55362,0,Child Care Center,Active,MN,804779
Playhouse Child Care Center,1701 9th Ave N,Saint Cloud,56303,0,Child Care Center,Active,MN,806228
Pipestone Head Start Center Peace United Methodist Church,Hwy 30 & 23,Pipestone,56164,0,Child Care Center,Active,MN,804400
Playhouse Child Care Center,2901 Clearwater Rd,Saint Cloud,56301,0,Child Care Center,Active,MN,1066391
Pine View Child Care & Learning Center,34257 County Road 3,Crosslake,56442,0,Child Care Center,Active,MN,1065182
Plymouth Academy,911 Plymouth Ave,Minneapolis,55411,0,Child Care Center,Active,MN,1074750
Playschool Child Care,1709 N Mcknight Rd,Maplewood,55109,0,Child Care Center,Active,MN,801948
Pond Early Childhood Family Development Center,9600 3rd Ave S,Bloomington,55420,0,Child Care Center,Active,MN,1076817
Portland Village Early Childhood Family Development Center,1829 Portland Ave S,Minneapolis,55404,0,Child Care Center,Active,MN,1014503
Pony Preschool & Child Development Center LLC,490  N 4th Street,Bayport,55003,0,Child Care Center,Active,MN,1051433
Playhouse Child Care Center,209 2nd St S,Sartell,56377,0,Child Care Center,Active,MN,809482
Prairie Pines Child Care Center,124 JOHNSON AVE N,Fosston,56542-1328,0,Child Care Center,Active,MN,1111598
Praise and Play,310 MEDAYTO DR,Spicer,56288-4631,0,Child Care Center,Active,MN,1113426
Prairie Playhouse Child Care,349 S EDQUIST ST,Appleton,56208-1552,0,Child Care Center,Active,MN,830364
Prairie Meadows Head Start,650 Agnes St Prairie Meadows Elementary,Spicer,56288,0,Child Care Center,Active,MN,830468
Prairie Hill Montessori LLC,26070 2nd St E,Zimmerman,55398,0,Child Care Center,Active,MN,1064066
Precious Little Blessings,1304 Fir Ave N,Glencoe,55336,0,Child Care Center,Active,MN,1080546
Preschool Place,1141 Cardinal St,Chaska,55318,0,Child Care Center,Active,MN,810125
Precious Years Learning Ctr,24646 HAZELWOOD DR,Nisswa,56468-2918,0,Child Care Center,Active,MN,830837
Precious Pebbles Preschool,3040 Stonehedge Dr NE,Rochester,55906,0,Child Care Center,Active,MN,1014489
Preschools of St Andrew's (The),260 East Ave,Mahtomedi,55115,0,Child Care Center,Active,MN,1012326
Preschools of St Andrew's Half Day (The),900 Stillwater Rd,Mahtomedi,55115,0,Child Care Center,Active,MN,802287
Presentation of Mary Discovery Center,1695 Kennard St,Maplewood,55109,0,Child Care Center,Active,MN,1094967
Precious Lambs Preschool,4520 19TH AVE NW,Rochester,55901-8270,0,Child Care Center,Active,MN,1019767
Primrose School of Andover at Crosstown,15216 BLUEBIRD ST NW,Andover,55304-3554,0,Child Care Center,Active,MN,1115273
Primrose School of Apple Valley,15455 Embry Path,Apple Valley,55124,0,Child Care Center,Active,MN,1079346
Primrose School of Champlin Park,10051 Xenia Ave N,Brooklyn Park,55443,0,Child Care Center,Active,MN,1062456
Primrose School of Chanhassen,8950 Crossroads Blvd,Chanhassen,55317,0,Child Care Center,Active,MN,1064067
Primrose School of Arden Hills & Shoreview,4061 LEXINGTON AVE N,Arden Hills,55126-2979,0,Child Care Center,Active,MN,1100457
Primrose School of Edina,7399 METRO BLVD,Edina,55439-2373,0,Child Care Center,Active,MN,1110144
Primrose School of Eden Prairie,7800 EDEN PRAIRIE RD,Eden Prairie,55347-1152,0,Child Care Center,Active,MN,1044451
Primrose School of Cottage Grove,6927 Pine Arbor Dr S,Cottage Grove,55016,0,Child Care Center,Active,MN,1088402
Primrose School of Hugo,14689 VICTOR HUGO BLVD N,Hugo,55038-2212,0,Child Care Center,Active,MN,1115274
Primrose School of Eagan,4249 JOHNNY CAKE RIDGE RD,Eagan,55122-2235,0,Child Care Center,Active,MN,1060201
Primrose School of Minnetonka,17821 HIGHWAY 7,Minnetonka,55345-4123,0,Child Care Center,Active,MN,1074050
Primrose School of Lakeville North,9711 163rd Street West,Lakeville,55044,0,Child Care Center,Active,MN,1054015
Primrose School of Rochester,2600 2nd Street SW,Rochester,55902,0,Child Care Center,Active,MN,1053885
Primrose School of S. Minneapolis & Richfield,6500 Richfield Pkwy,Richfield,55423,0,Child Care Center,Active,MN,1096770
Primrose School of Rogers,21035 135TH AVE N,Rogers,55374-4995,0,Child Care Center,Active,MN,1101665
Primrose School of Maple Grove,6975 WEDGWOOD RD N,Maple Grove,55311-3577,0,Child Care Center,Active,MN,1049983
Primrose School of Savage,7459 South Park Dr,Savage,55378,0,Child Care Center,Active,MN,1066498
Primrose School of St Paul at Merriam Park,1533 DAYTON AVE,Saint Paul,55104-6307,0,Child Care Center,Active,MN,1081419
Primrose School of the Lakes at Blaine,2303 124TH CT NE,Blaine,55449-5177,0,Child Care Center,Active,MN,1115419
Primrose School of St Louis Park West,8955 W 36th St,St Louis Park,55426,0,Child Care Center,Active,MN,1083305
"Primrose School of Woodbury Tall Giraffe, Inc.",10350 CITY WALK DR,Woodbury,55129-6920,0,Child Care Center,Active,MN,1048370
Primrose School of W. Plymouth,17805 OLD ROCKFORD RD,Plymouth,55446-2315,0,Child Care Center,Active,MN,1110147
Prince of Peace Lutheran Preschool-Holy Cross Campus,2555 Clearwater Rd,Saint Cloud,56301,0,Child Care Center,Active,MN,1017051
Prince of Peace Lutheran Preschool-Trinity Campus,2163 Mayhew Lake Rd. NE,Sauk Rapids,56379,0,Child Care Center,Active,MN,1017050
Project Beginnings,606 16TH ST NE,Kasson,55944-1618,0,Child Care Center,Active,MN,1105372
Prior Lake Montessori School,5116 Gateway St Suite 101,Prior Lake,55372,0,Child Care Center,Active,MN,830434
Prince of Peace Luther Preschool Campus,4770 County Road 120,Saint Cloud,56303,0,Child Care Center,Active,MN,1017049
Project Secure/Fraser Early Childhood Family Development Center,700 Humboldt Ave N,Minneapolis,55411,0,Child Care Center,Active,MN,1040167
Proud Child Care Center Inc.,6570 EDENVALE BLVD,Eden Prairie,55346-2502,0,Child Care Center,Active,MN,1113017
Project Secure Early Childhood Family Development Center,4225 3rd Ave S,Minneapolis,55409,0,Child Care Center,Active,MN,809025
Pumpkin Patch Preschool,9225 Jason Ave NE,Monticello,55362,0,Child Care Center,Active,MN,802000
Providence Academy,15100 Schmidt Lk Rd,Plymouth,55446,0,Child Care Center,Active,MN,1011389
Puddle Jumpers Learning Center,1593 11TH AVE,Granite Falls,56241-1061,0,Child Care Center,Active,MN,1092974
Punkins and Monkeys Preschool,231 Sinclair Lewis Ave,Sauk Centre,56378,0,Child Care Center,Active,MN,802001
Pumpkin Patch Childcare and Learning Center,1800 Greenwood Dr,Burnsville,55337,0,Child Care Center,Active,MN,1088945
Quality Child Care LLC,519 UNIVERSITY AVE W STE B,Saint Paul,55103-2162,0,Child Care Center,Active,MN,1107363
Quality Learning Center Inc,1411 Nicollet Ave S,Minneapolis,55403,0,Child Care Center,Active,MN,1087038
Quality Kid Care Center Inc,3212 22nd St NW,Rochester,55901,0,Child Care Center,Active,MN,1076277
Quarry Kids Child Care Center,132 ORIOLE ST E,Sandstone,55072-5134,0,Child Care Center,Active,MN,1112185
Queen of Peace Preschool,102 4th St,Cloquet,55720,0,Child Care Center,Active,MN,807877
Rainbow Child Development Center,605 COMO AVE,Saint Paul,55103-1507,0,Child Care Center,Active,MN,830776
Rainbow School and Child Care Center,680 Mississippi St NE,Fridley,55432,0,Child Care Center,Active,MN,802019
Rainbow Montessori Academy LLC,8736 Nicollet Ave S,Bloomington,55420-0000,0,Child Care Center,Active,MN,1090035
Radiant Montessori School LLC,15650 95th Ave N,Maple Grove,55369,0,Child Care Center,Active,MN,1050547
Rainbow School,624 3rd Ave SW,Rochester,55902,0,Child Care Center,Active,MN,1000967
Ramalynn Montessori Academy,8800 Queen Ave S,Bloomington,55431,0,Child Care Center,Active,MN,802024
Rayito de Sol Spanish Immersion,1601 NICOLLET AVE,Minneapolis,55403-2725,0,Child Care Center,Active,MN,1042427
Rayito de Sol LLC,6949 Nicollet Ave,Richfield,55423,0,Child Care Center,Active,MN,1028318
Raymond Head Start,220 SPICER AVE N,Raymond,56282-2037,0,Child Care Center,Active,MN,1101214
Rayito de Sol Spanish Immersion Early Learning Center,3520 WILLISTON RD,Minnetonka,55345-1516,0,Child Care Center,Active,MN,1115124
Reach Up Inc Big Lake Head Start,701 Minnesota Ave,Big Lake,55309,0,Child Care Center,Active,MN,1051888
Rainy River Rugrats,900 5TH ST,International Falls,56649-2254,0,Child Care Center,Active,MN,1113205
Ready To Grow Ready To Learn,200 Burnsville Pkwy W,Burnsville,55337,0,Child Care Center,Active,MN,802823
RCLS Stepping Stones,2619 9TH AVE NW,Rochester,55901-2304,0,Child Care Center,Active,MN,800483
"Ready, Set, Grow",1583 Radio Dr,Woodbury,55125,0,Child Care Center,Active,MN,802048
"Reach-Up, Inc. Technical College Head Start",1701 9th Ave N,Saint Cloud,56303,0,Child Care Center,Active,MN,810849
Red Balloon Childcare,12601 BIRCH AVE,Becker,55308-8809,0,Child Care Center,Active,MN,1111725
Recovering Hope Daycare Center,2031 Rowland Rd,Mora,55051,0,Child Care Center,Active,MN,1081809
Raising Stars Childcare,2600 County Rd D E,White Bear Lake,55110,0,Child Care Center,Active,MN,1049975
Red Cottage Montessori School,2302 TWIN BLUFF RD,Red Wing,55066-4008,0,Child Care Center,Active,MN,1058812
"Red Wing Family YMCA, Early Childhood Education Center",434 MAIN ST,Red Wing,55066-2323,0,Child Care Center,Active,MN,810554
Redeemer Christian Academy,115 W Wayzata Blvd,Wayzata,55391,0,Child Care Center,Active,MN,802061
Red Bridge Preschool,150 5th St,Marine on St Croix,55047,0,Child Care Center,Active,MN,1042513
Redeemer Lutheran Preschool,1664 KRAEMER DR,Winona,55987-2064,0,Child Care Center,Active,MN,802060
Redeemer Lutheran Preschool,4201 Regent Ave N,Robbinsdale,55422,0,Child Care Center,Active,MN,809012
Richfield Latch Key Child Care Center (DBA-Richfield Fun Club),6400 Sheridan Ave,Richfield,55423-0000,0,Child Care Center,Active,MN,1094772
Redwood Falls Head Start,201 McPhail Dr Reed Gray Elementary School,Redwood Falls,56258,0,Child Care Center,Active,MN,1083795
